global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
4575.481288933465	-1.398582998223901	20935029.025380246	1.9560344029209564	3636.9480692697857	26.43927116165605	13227391.258565225	699.0350595595773	4545.800094479534	-2.7157063505883343	7.375060982625809	20664298.49897014	4420.751926600742	3185.8769248153853	1.08311	15.349401	0.062900935355734	0.0318432463331224	0.0369393071	0.154103218	0.037379196	-0.030893197	-0.0088807661	-0.0149251411	-0.1461564537	-0.1889120252	-0.1340518454	0.0650558665	0.0398481785	-0.056044605	-0.2034265643	0.0082716437	0.0112809502	0.0134514404	0.0146229893	0.010587725	0.0144626784	0.039202065	-0.0860326595	0.0442863632	0.0250766539	-0.0850255481	0.0076401841	-0.0043464881	0.1789951536	-0.0479988132	-0.0078408194	-0.0976742397	-0.0827978783	0.0710768202	0.060042736	-0.0177884196	0.0137899882	-0.106223966	0.0247339995	-0.1159767755	-0.00574426	-0.1327677188	0.0932802548	0.1225148985	0.0393133279	-0.0160488271	-0.0235206797	-0.1167710831	-0.0106357552	0.0243957423	-0.0927165465	-0.1898428376	0.0162302963	0.0007741133	-0.0010174265	0.0106584669	-0.1098204333	-0.060599217	-0.0998063783	0.0650830552	-0.1029817938	0.0423496613	-0.0120203518	-0.0637502553	-0.0460125933	0.0056529132	0.0665091703	0.0205602313	0.0508286166	-0.0814954712	0.0223934226	0.0483271346	0.0474749431	-0.192135474	0.0082817003	0.0680425706	-0.0173107177	0.1238025972	-0.0645851184	0.1368643432	-0.0059897609	-0.0380965832	-0.058057234	-0.054718355	0.0131481704	-0.1696588287	-0.0121088627	-0.0418766083	-0.0261642	-0.0396552092	-0.0380338731	0.0180280295	0.0228739118	0.0856644434	0.0086070291	-0.0195634071	-0.0099730566	0.0234512832	0.0138831151	0.015034266	-0.0146851294	0.0831987547	-0.0694827343	0.0153728475	-0.0211904405	0.0608976557	0.0307969254	-0.0080329326	0.0858153105	0.0343178967	-0.029937846	-0.0830636267	-0.0082248072076538	-0.0107498663428485	6.764745360307388e-05	0.0001155596263891	-0.0159421482192243	-0.0042997215312539	0.0002541520898437	1.8487605246328395e-05	-0.0628610059727208	0.0248551103183415	0.0006177765089369	0.0039515060719024	-0.0026707986578277	2.8418939499851723e-08	7.133165470654244e-06	8.076361222962323e-16	0.0012033486168099	0.0002692556725482	1.4480478935782994e-06	7.249861719943734e-08	0.0004896087995895	-0.000190640651778	2.397167766354712e-07	3.6343858110340665e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4577.35966318949	1.878374256024472	20952221.4861942	3.528289845695488	3678.770702065108	41.82263279532208	13533353.878372606	1749.1326139323498	4543.8398491926255	-1.9602452869085027	3.8425615848469983	20646480.57511086	4418.424615885678	3227.844035891412	0.958344	13.581265	0.0372189364190738	0.016283919422831	0.0343765251	0.1569003096	0.0699536174	-0.0246596988	-0.0760280844	-0.0670431868	-0.0313834802	-0.0315383896	-0.2109212138	-0.0594101963	0.0575801169	-0.0736879972	-0.1861523028	-0.0050600564	0.0164312695	0.0151891599	0.0061211046	0.0238516804	-0.0179281934	-0.0112333707	-0.0608952642	-0.100338354	-0.0359386931	-0.1010320323	0.0395959915	-0.0086897287	0.1119688785	-0.1186411738	-0.0655422839	-0.1086361832	-0.1588515268	-0.031068632	0.1168462802	0.021091695	-0.0052365396	-0.1362225028	0.1746733519	0.1190754635	-0.0186931366	-0.0659298089	0.0866718182	0.0875011687	-0.0656970866	0.0673173291	0.212098865	0.1057908239	0.0349750874	0.0451758503	-0.1129989368	-0.1799634989	0.0253117188	-0.0723329674	0.0436394932	-0.0104339176	-0.0238540049	-0.057397172	0.0305887902	-0.0872756724	-0.017892143	-0.0118045974	-0.1138702307	-0.0565071076	-0.0237331843	0.0206231194	0.125787436	0.0708523881	0.0721725882	-0.0734560892	0.0066815209	0.1104730138	-0.0824276263	-0.0318093821	0.1785017076	0.0895792625	0.0616750407	0.0553192366	-0.1178054248	-0.0726155119	-0.0424619829	-0.0458248316	-0.0543884229	0.0410465407	0.0151399423	-0.1771221103	0.0030659768	-0.0546794625	-0.0121845556	-0.0592831823	-0.0272346015	-0.0394761422	0.0443330309	0.0041222808	0.0685616411	0.0337610965	0.007675117	0.0718910212	-0.0145756327	-0.0157134296	0.0552987225	0.0114823609	-0.0447144019	0.0058751103	-0.0225827199	0.0556981209	0.0227287884	0.0130929864	0.0847339531	0.0308186837	-0.0351863325	-0.0873882332	-0.0152019470572071	-0.0069771398495533	0.0002310991943301	4.868048048022466e-05	-0.020633262130616	-0.0046911139113916	0.0004257315061507	2.200654972965272e-05	-0.0694682144527547	-0.0066072084800338	4.365520389863176e-05	0.0048258328192539	-0.0028588438264738	-0.000188045168646	8.172988024167358e-06	3.5360985451140064e-08	0.0013887956715337	0.0001854470547237	1.9287534172707405e-06	3.439061010573206e-08	0.0004949860597815	5.3772601919999845e-06	2.4501119937801466e-07	2.8914927172467708e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4580.639307736423	3.2796445469330138	20982256.467580013	10.756068354227454	3636.292824659519	-42.47787740558897	13222625.506670302	1804.370068884246	4548.61373776409	4.77388857146434	22.79001209275784	20689886.935376205	4421.424872730541	3165.323846029198	1.131369	16.033318	0.1862437333129714	0.0752960497654553	0.0226034578	0.1376352181	-0.0098050544	-0.0193366006	-0.0174819477	0.0479240552	0.074249196	-0.0778834436	-0.1968399146	-0.1013284428	0.027722847	-0.0557703824	-0.1734634037	-0.0143740166	0.0048316626	-0.019317777	-0.013932277	0.0247868673	0.008860016	0.15676087	0.0140165291	-0.0954133908	-0.0128241858	0.0185307997	0.1645168025	-0.0826937261	-0.0574023433	0.016122782	-0.0370479882	-0.0022480525	-0.0646575313	0.0138484413	0.0169041676	-0.1254619875	-0.1066442604	-0.1169960637	-0.01093988	-0.0093938223	0.0386321858	0.1099188688	0.0414969694	-0.1616799362	0.0329557814	-0.056061617	-0.0674567649	-0.1674467864	-0.03676611	0.0224559862	-0.0898410459	-0.1525872101	0.0080179075	-0.0467911733	0.0060783202	0.0561943942	-0.0992202435	0.0741405384	0.0827477286	-0.1009954931	0.0587931679	0.0406102045	0.0379421307	-0.0275180733	-0.0013867697	0.0233693147	0.0045473446	-0.1768306643	0.0924594419	0.0315132998	0.0244354891	0.1322307215	-0.0472485355	-0.0138968345	0.0593451058	-0.1296108501	-0.0538557686	0.1607711812	0.0558648049	-0.0357824478	-0.0030073586	0.0165374977	0.0362049245	0.0558953687	0.00707811	-0.1537794261	-0.0465710322	-0.0611782825	0.0006016977	-0.0818937853	-0.0138944921	0.0181757518	0.0064740853	-0.0696570664	0.3488585065	0.1152779541	-0.09671599	0.1116433185	-0.0774052286	0.066584744	-0.0356875557	-0.2109115877	0.1556894355	-0.1196341652	0.1904249942	0.2987932373	-0.079080461	0.0393429391	0.0836267848	0.0272819228	-0.0403383756	-0.0912870929	-0.0448346895628333	-0.0296327425056261	0.0020101493881956	0.0008780994284047	0.0064225604703267	0.0270558226009427	4.124928299500313e-05	0.0007320175366136	-0.0217856943005472	0.0476825201522074	0.0022736227280656	0.0004746164761568	-0.0021372093215841	0.0007216345048897	4.567663684265968e-06	5.207563586474025e-07	0.0020167831697466	0.0006279874982129	4.067414353773143e-06	3.9436829791169705e-07	0.0002071551018002	-0.0002878309579812	4.2913236201851225e-08	8.284666037243288e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4528.316923246568	-52.32238448985481	20505654.157361265	2737.6319187041995	3611.07372900683	-25.219095652688797	13039853.476323294	636.0027855394668	4528.156280212124	-20.45745755196549	418.50756949046985	20504199.2980245	4398.086253628048	3131.4407711806502	3.314895	46.977379	1.299636224057091	0.6287218774520674	0.0892312558	-0.2053434733	0.0655056413	-0.0500701768	0.1446631034	-0.0959772698	0.159151203	-0.0343212214	0.237324667	-0.1556362965	0.2565909995	-0.0273894369	0.1525790365	-0.4448131061	0.3300242897	0.6382530062	0.1739080015	-0.0618973075	0.0751206987	0.0078002015	0.0874403577	0.0582145351	0.0718134731	0.0828121095	-0.0192825205	-0.0354965914	-0.1082679104	0.0069824197	0.0058617989	-0.028308084	-0.0013807953	-0.0158979239	-0.0339406769	0.0686590075	-0.0362644557	-0.012115519	-0.0382684393	0.0207719438	-0.0459339011	0.0210077692	0.0115155759	0.0226752784	0.029743316	0.0365466455	-0.0289512704	-0.0153361081	-0.0109595746	0.2493462958	-0.0390119644	0.1925039476	-0.4101456348	-0.1398446845	0.6756222168	-0.1973156061	-0.0208819531	0.0594970466	-0.2140099896	0.1237806919	0.0985771373	0.0895521033	0.0733687872	0.1026324667	0.0058736964	-0.0129797735	-0.0920614327	-0.0455739387	0.0316741887	0.0145018546	-0.0499511051	-0.039384536	0.027282318	-0.0108163586	-0.0287171056	0.0038171643	0.0305165833	0.057530842	0.0296698155	-0.0223338755	0.0053159513	0.0413801294	-0.0425210826	0.0572622518	0.1047258423	0.2252736751	0.1580892164	-0.0868970519	0.1857180207	-0.1120612428	-0.10780258	0.1289188704	0.0271616177	0.1039585202	0.2287205062	-0.2908749198	-0.3293020591	-0.1170539799	0.106189135	-0.1302087254	0.2108431822	0.1863939265	-0.152690779	0.0087140862	-0.1345430017	-0.1082357185	0.0846760922	-0.1779414745	0.082494143	0.0237119231	-0.0453798541	-0.0947412111	0.0591700902512428	0.1040047798140761	0.0035010995803402	0.0108169942241744	0.2361279633872897	0.229705402916963	0.0557564150934292	0.0527645721292443	0.1850640122758591	0.2068497065764063	0.0427868011107453	0.0342486886396393	0.008931032345169	0.0110682416667531	7.976333875045488e-05	0.0001225059735936	-0.0004366725740869	-0.0024534557438335	1.906829369596792e-07	6.019445086949592e-06	0.0018669843862065	0.0016598292844063	3.4856306983388618e-06	2.7550332533727298e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4581.651283022528	53.334359775960365	20991528.47922198	2844.553932711579	3649.266161890087	38.19243288325697	13317143.520316008	1458.6619295420885	4558.516285890227	30.360005678102425	921.7299447744116	20780070.728726428	4432.686964425313	3199.509645026664	2.505345	35.504757	0.1712626763168822	0.084791661486638	0.0309109346	-0.1696567472	0.063843805	-0.0080009686	0.0732523117	-0.1268839222	0.0881479736	0.1289202143	0.1858100697	-0.0166240299	0.0245983044	0.1421458045	0.183666991	-0.090113984	-0.0801038591	-0.0440978179	0.0509760618	0.0480822826	-0.002753694	-0.0508998715	-0.0289573897	0.0276365082	-0.0184075648	0.0086927952	-0.0438017686	-0.049077061	-0.0560327939	0.0355629923	-0.0641758669	0.031408545	0.1580733048	0.0226317571	0.0676983953	0.0208540536	-0.162621064	-0.0721040461	0.1094020446	-0.0866248872	0.0392362437	0.0390854276	-0.101047468	-0.1063328953	-0.110491502	0.0679955258	-0.0418881744	0.016756938	0.0262477453	0.0536871838	0.1672205482	0.1581151169	-0.0751994129	-0.0717980253	-0.0566273516	-0.0773168702	0.0429765849	-0.0380499273	-0.0081425501	-0.0484312144	0.010213176	-0.0392644556	-0.0106910217	-0.0131444378	0.0271415748	0.0250204775	-0.0291743275	-0.0111303183	-0.0449698833	-0.014724333	0.0345812371	0.0993973278	-0.2472042177	0.1100348293	-0.0089935238	-0.1048848934	-0.0710508921	-0.1187772525	0.0470420017	-0.0632288395	0.1021049547	0.0515918064	0.0327804981	-0.1478726987	0.0678792547	0.2000913	0.107820631	-0.0671120865	0.1299527237	-0.0873825572	-0.0818384617	0.0920078344	0.0454911165	0.0233491736	0.1240112725	-0.1210971815	-0.1147689533	0.0633030606	0.049358628	-0.1213072922	0.1051416647	-0.1017515046	0.0359211008	-0.0095905165	-0.0087594303	-0.0082161944	0.0840199489	0.0133553299	0.0813363727	0.0201130341	-0.0502969496	-0.0977337597	0.0454302353975464	-0.0137398548536964	0.0020639062882764	0.0001887836114006	0.2260548235996964	-0.0100731397875933	0.0511007832726898	0.0001014681451803	0.1474104538345528	-0.0376535584413063	0.0014177904632928	0.0217298418997088	0.007458080702019	-0.0014729516431499	5.562296775782822e-05	2.1695865430582834e-06	-7.633990253275158e-06	0.0004290385838336	5.827780718710011e-11	1.8407410641796237e-07	0.0015730521485044	-0.0002939322377021	2.4744930619143093e-06	8.639616036056382e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
4572.443638334193	-9.207644688335677	20907240.82574283	84.7807207066362	3635.1284265575296	-14.13773533255744	13214158.67756662	199.87556033344305	4556.528642760286	-1.9876431299408068	3.950725212000887	20761953.272294894	4433.215352320839	3190.584170087524	1.058258	14.997207	0.170113666819602	0.0762331469124624	0.0212146603	-0.1678761188	-0.0107831429	0.0087038152	0.0770669125	-0.0743529815	0.0111618992	0.1940621394	0.1507139606	-0.0136423227	0.0158344102	0.0677218219	0.1461446298	0.0073533248	-0.0507205746	-0.0413490947	0.0146549165	0.0630650264	0.015129523	-0.0379376844	0.044506402	0.0964333826	0.0063099541	-0.0331791801	-0.0155499197	-0.0520176904	0.0135533966	0.0099011091	-0.0981790202	-0.0992624917	0.0254794988	-0.0847912275	0.0204049716	-0.0045519612	-0.0124238334	-0.2269321218	0.0440263063	-0.0261040182	-0.0380382463	0.028231937	0.0047202132	-0.0229105094	-0.0589723534	0.1171015458	-0.0740683657	0.0107650852	0.1020964466	0.0255801232	0.1028062466	0.1421700324	-0.0019052708	-0.0123786977	-0.0568190409	-0.046299343	0.0928675418	-0.0827705274	0.0054540218	0.0313232682	0.0166676938	0.0588417888	0.0639350882	-0.0295885835	0.209226976	0.0318906169	-0.0224876572	-0.1090199438	0.0482184691	-0.0249830051	0.0661386667	0.0882610258	-0.219356341	-0.1007177094	0.0042948076	-0.0556858239	0.0996533382	0.0114128252	-0.097366598	-0.0195091707	0.0072895487	0.0010413815	-0.032097867	0.1067199447	0.0503475613	0.1802609353	0.0505430294	0.0002384137	0.0541305196	-0.0396749142	0.003757932	0.1318339036	0.0202943088	0.0210794822	0.0555022699	-0.144728531	0.1383133492	0.0219757092	0.0208234562	-0.1126432004	-0.0397081885	-0.2021267448	0.0063735747	0.0106949699	0.0912692473	0.0131479253	-0.0333490564	0.0279889467	0.0801538266	0.0164896405	-0.0550761846	-0.1002501592	0.0208977973060484	-0.0245324380914979	0.0004367179322446	0.0006018405187131	0.2013238270064192	-0.0247309965932771	0.0405312833205106	0.0006116221924966	0.1165031185703497	-0.0309073352642031	0.0009552633731338	0.0135729766366169	0.0061658368276821	-0.0012922438743369	3.8017543785600864e-05	1.6698942307612418e-06	0.0002222042522783	0.0002298382425315	4.937472973055839e-08	5.282561773000316e-08	0.0018498279690484	0.0002767758205439	3.4218635150737284e-06	7.660485483780442e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4561.219151491706	-11.22448684248684	20804720.14793472	125.9891048771602	3615.9392850042095	-19.18914155332004	13075016.912836757	368.2231535533539	4552.124608686341	-4.404034073944786	19.395516124466702	20721838.453007776	4427.091422099957	3126.1907658369646	1.111038	15.745186	0.1491243164815778	0.0771693487906825	0.0382568389	-0.1800570744	-0.0404672403	-0.0305161389	0.110896834	0.0140713329	-0.0983991321	0.0458023466	0.216526073	0.0998543687	0.0528033323	0.0304792693	0.132804659	-0.0261308554	-0.0457543251	-0.1063579121	0.0300635893	0.0125075913	0.0107529884	-0.0299940727	0.0412931701	0.0888113217	0.0954569791	-0.0313747635	-0.0217114209	-0.160044054	0.0213840833	-0.0070351801	-0.0247701122	-0.03817396	-0.0055204872	0.0184179383	0.0568886768	-0.0414325793	0.0076718192	-0.0265974085	0.0822850636	-0.058788148	0.0799514992	-0.168027836	-0.1854428217	-0.1461350416	-0.1748272453	-0.0351109183	0.0368307079	-0.1748726586	0.005694426	0.0588057509	0.0510898985	0.1275063515	-0.0248177786	0.0198902179	-0.140032925	-0.0383265362	0.0190277069	-0.1109058836	-0.0699567055	0.0459334654	-0.0665256565	0.0834342539	0.0726640333	0.0334074079	0.0850085126	0.0458500555	0.0643468454	-0.0074258617	0.0749168398	0.0033860442	0.0688415741	0.1023690871	-0.1336913063	-0.133178385	0.0058311767	-0.0550929287	-0.10693259	-0.0583650821	-0.0966995055	-0.0646907591	-0.07895159	-0.0526841855	0.0685642682	-0.1206143619	0.0451597977	0.1536822089	0.0132388852	0.003333621	-0.0120917755	0.0349301774	-0.0289513017	0.150867099	0.0195709215	0.1300452666	-0.0501590297	-0.1528448257	0.0267996537	-0.0396996681	0.1089718717	-0.0347552158	-0.1057421855	-0.1404468085	-0.0244160182	0.0480600103	-0.0114711107	0.0686839634	0.0065948967	0.1047421694	0.0789468648	0.0128461567	-0.0597044597	-0.10227815	0.0219127964277419	0.0010149991216934	0.0004801706472836	1.0302232170385723e-06	0.1858806680905473	-0.0154431589158719	0.0345516227697882	0.0002384911573008	0.0637763492328673	-0.0527267693374823	0.002780112204768	0.0040674227214726	0.0049579430214885	-0.0012078938061936	2.4581199004326517e-05	1.4590074470408631e-06	0.0001088987495241	-0.0001133055027541	1.1858937647912669e-08	1.2838136954382024e-08	0.0015722394958656	-0.0002775884731828	2.471937032359716e-06	7.705536044395811e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4564.443384552184	3.224233060478582	20834143.4107822	10.395678828283083	3691.243567735135	75.30428273092548	13625279.076346008	5670.734997619162	4542.138893800828	-9.985714885513516	99.71450177476622	20631025.730578206	4418.18930664454	3150.4306905774965	1.248765	17.697006	0.1481691677264337	0.0732549444977934	0.0386632674	-0.137329734	0.0660598356	-0.1130739342	-0.0593556041	-0.045136918	-0.030951836	0.0345555798	0.0423219682	0.0599652597	0.0725599575	-0.0781307234	0.0923681903	-0.0122765667	-0.102699869	-0.0339154095	-0.0075479055	0.0521589523	0.0295154192	-0.1182317522	0.0060347307	-0.0300886352	0.1157707713	-0.0650763299	0.0064515709	-0.0116861083	0.0020788986	0.0206410752	-0.0429466695	-0.0964093388	-0.041941609	0.0712602715	-0.0193844961	0.1063227282	-0.100465527	0.1600697514	-0.0269826932	-0.0618853767	0.0631212193	-0.1519516992	0.0703927995	-0.0358008323	-0.0603311428	-0.0352867054	-0.0781684572	0.020967269	-0.017098209	0.0578940314	-0.0644219365	0.0869912223	0.0215673757	-0.0564312345	-0.0766805939	0.0070070834	0.0268608466	-0.0881123515	-0.0393205474	0.041921548	-0.0075405216	-0.0248935416	0.0132022655	-0.0046413197	-0.0063062748	0.0443890767	0.0542441778	0.0708512401	0.1532548428	0.0268186631	0.0523416315	-0.1045647331	0.0298543068	-0.0078014532	-0.0329324927	0.0576114883	0.1241598262	-0.0327293466	0.100534647	0.0303840649	0.0132924668	-0.0557131262	0.0561967629	-0.2322861228	0.0341738024	0.1112125915	0.0226025249	0.003355581	-0.066636503	0.0486472859	-0.0654526469	-0.0038547956	0.0809661444	0.0863244857	-0.0447612304	-0.0122060017	-0.0579354041	0.1153425657	-0.0567197998	-0.0591996772	0.0018042346	-0.0090427583	0.0130166943	0.0865680419	0.0492950485	0.1145173604	-0.0566314759	0.0935223627	0.0777158551	0.0091870219	-0.0641690889	-0.1038078519	0.0393304401556946	0.0174176437279526	0.0015468835228406	0.0003033743130338	0.1496866823036526	-0.0361939857868947	0.0224061028590746	0.0013100046071419	0.0531757375437109	-0.0106006116891564	0.0001123729681842	0.0028276590633176	0.0037146809535225	-0.0012432620679659	1.379885458646283e-05	1.5457005696430942e-06	-0.0001983417836768	-0.0003072405332009	3.933946315209453e-08	9.439674524157334e-08	0.0017008754251473	0.0001286359292817	2.892977211870009e-06	1.6547202302166574e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4575.035843850401	10.592459298216454	20930952.972515948	112.20019398437222	3672.515744694693	-18.727823040442217	13487371.895030417	350.7313558341184	4545.741571261517	3.6026774606889376	12.97928488575609	20663766.43269512	4419.179616638145	3157.2546073224235	0.854651	12.111773	0.086786270756017	0.0442870015097717	0.0322705667	-0.1410692741	0.0542538143	-0.0864070549	-0.0399378779	-0.021604512	0.0855401661	-0.0447026905	0.0349232383	-0.0389650312	0.0672366518	-0.0644649909	0.1101642214	-0.0507369548	-0.0675077467	-0.0470883478	-0.0124707907	0.0673251817	0.0343719481	6.03356e-05	-0.0712193902	0.0381913062	-0.0150261937	0.0488129634	0.1554059626	-0.1376460561	-0.1468497121	0.1011406889	0.0284312074	-0.0570850426	-0.147391148	0.0056727875	-0.0288956885	-0.0476831551	-0.0127276335	-0.0147042879	0.0549149361	0.052322819	0.0371800479	-0.0072048855	-0.1896979937	-0.0431910409	-0.1117534675	-0.0371254559	-0.0718225634	0.0114865925	-0.0067104619	0.0653161179	-0.055503161	0.1118004157	-0.021958761	-0.0545035952	-0.0903685625	0.0679171285	-0.0441018648	-0.0053746718	-0.0163611357	0.0355678966	0.0398346688	-0.0256712554	-0.0002244625	0.0207157106	0.12001461	0.1318218686	0.0516447255	-0.0422478822	0.2008963758	0.120922881	0.0419051731	0.0267686103	-0.0988372041	0.0163218317	0.0210887713	-0.0554153932	-0.131642418	-0.0480114036	0.0955619679	-0.0692887138	-0.0862068771	-0.0504979004	-0.0441468597	-0.0250539367	0.0336569937	0.1181112841	0.0171931475	-0.0110622458	-0.0229100832	0.0270866198	-0.0199015416	0.026563523	0.0808661555	0.0560005743	-0.0330583166	0.0322696987	-0.0330457734	0.0492472134	0.0447388429	0.0075944433	-0.0573858216	-0.0524758722	0.0796655923	0.0447488049	0.0514030403	0.1026907393	0.0110563591	0.0667879545	0.0764611723	0.0055166942	-0.0684578352	-0.1048318124	0.0190534807592683	-0.0202769593964263	0.0003630351290438	0.0004111550823643	0.1493468773891209	-0.0003398049145316	0.0223044897858811	1.1546737993989561e-07	0.0659826418160349	0.0128069042723239	0.0001640167970404	0.0043537090210231	0.0039040821621026	0.0001894012085801	1.5241857528447713e-05	3.587281781160266e-08	0.0005490693370207	0.0007474111206975	3.01477136856351e-07	5.586233833422928e-07	0.0015704357109702	-0.0001304397141771	2.4662683222904777e-06	1.7014519034603555e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4576.104325640712	1.0684817903111252	20940730.79914764	1.1416533362264674	3667.1375366941897	-5.378208000503037	13447897.71303153	28.92512129667487	4551.050690613626	5.309119352109519	28.1867482949438	20712062.38853476	4426.083005835415	3181.5692960904994	0.8817319999999998	12.495551	0.0192091673007577	0.0118529917489378	0.0180744276	-0.1066837906	0.0226668051	-0.0394199372	-0.0169253507	-0.0263094167	0.0575573048	0.0286140113	0.0389930616	0.0439429989	0.0334930377	-0.0084920415	0.0992610012	-0.0372838952	-0.0233955188	-0.0474462495	-0.0361040711	0.0208084468	0.0120547641	-0.0252524558	0.1076622597	0.0201693142	-0.0785774058	0.0567281741	-0.0283824031	-0.1184876637	0.1022608184	0.0152443914	-0.0120854003	-0.0518753489	-0.2109664848	-0.071752557	0.0587627237	0.0687515865	0.0400289973	0.0757039583	0.0071298673	0.0667268934	-0.0109482662	-0.1449202617	0.0468331017	0.0557974573	0.0366545594	0.0040503748	0.0164801291	0.0653544179	0.0792811635	0.0322415344	0.0006356121	0.0905212659	-0.019756036	-0.0458108416	-0.0450058218	0.0298974817	-0.0161188688	0.0020386115	0.0332453191	0.0558977671	0.0036914918	0.1057081462	-0.1166789302	-0.0148718948	0.0666316386	0.1074674922	0.0587601979	0.0203437952	0.065175945	-0.0438964981	0.0307839993	0.0380125723	0.1037576908	0.0859305677	0.0489687261	0.1623760186	0.0576443494	-0.129054955	-0.0525517887	0.1160005206	-0.0458101188	-0.0164261553	-0.0533058753	0.0105507315	0.0288319359	0.1104599041	0.0247489477	-0.0037575606	-0.0086069175	-0.0012107052	0.0024651678	0.0220097506	0.0669108101	-0.0014629255	0.0031961628	0.0148086971	-0.0258442352	0.0209354708	0.0668335539	0.0170296121	-0.1063090478	-0.0283846733	0.0121626188	-0.0976295541	0.0702706944	0.0372483891	-0.0057097515	0.0817953061	0.0751831987	0.0018396452	-0.0725589432	-0.1053450429	0.0092014655420769	-0.0098520152171913	8.466696812202853e-05	9.706220383977088e-05	0.1493655116900925	1.863430097159835e-05	0.0223100560824431	3.4723717270011117e-10	0.0713486335792197	0.0053659917631847	2.879386760256705e-05	0.0050906275136217	0.0039040772943312	-4.86777139993913e-09	1.5241819520112423e-05	2.3695198402065358e-17	0.0005749640144669	2.5894677446199987e-05	3.305836179318936e-07	6.705343200427382e-10	0.0015168847357996	-5.355097517059995e-05	2.3009393017018227e-06	2.8677069417222126e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
