global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
4671.958567885042	29.7299240199045	883.8683822292946	21827196.86003445	3396.546083628021	-0.6733279020882037	11536525.298208846	0.4533704637305016	4407.923823452452	18.630764463871856	347.10538450827033	19429792.433359683	4306.342535773627	3281.7330742910235	0.973548	17.059387	0.0932030702635084	0.0541306148578159	0.0145847473	0.0463518202	0.0661573628	0.0284652913	0.0848115287	0.0463169325	0.071792567	0.0658099894	0.0549016569	-0.0223057575	0.0535105438	-0.0539947647	-0.1384917054	-0.082780024	0.0857515067	-0.1219854822	-0.1502753677	-0.0150563458	-0.0085359937	0.0678914091	0.0141231822	-0.2057780158	-0.0294451005	0.1369490924	-0.0312898493	0.0293798515	-0.076962698	0.0108698405	-0.0230445656	-0.0489380583	-0.0626225241	-0.0319845202	0.0402861535	-0.1090099882	-0.0254581366	-0.0615990116	-0.0379909853	-0.1191418708	-0.0905314194	0.1232926546	0.1028086389	-0.0707459164	-0.0598154988	-0.091221296	0.0236622822	0.0426315213	0.0071406084	-0.1768458586	0.1046353003	0.0387115525	0.0230150138	0.0072165766	-0.0236170661	0.0646557118	0.1502592923	0.058378556	-0.0398963582	-0.0423468473	-0.0864097204	-0.0480095394	-0.0335406284	-0.0547895837	-0.0937420336	0.1207254074	0.0021112651	0.0209421516	-0.0766462702	-0.0215494322	0.1431275031	-0.0769832837	-0.0556045157	0.0397886875	0.0559648129	-0.1031566392	-0.0423752328	0.0403203516	-0.0608277352	-0.0281989984	0.005188172	0.0966666195	0.0718889393	0.0351863325	-0.007352978	0.0205363772472537	0.020332137435588	0.0004217427904415	0.0004133958126996	-0.008020741352837	-0.009000995567419	8.101792120469648e-05	6.433229184910952e-05	0.0458129886028189	0.0470697356235092	0.002098829924722	0.002215560011667	-0.0001470001993454	-0.0001320013240017	2.160905860758733e-08	1.7424349538206306e-08	3.0999044071000625e-05	0.0002039991329279	4.161564623533527e-08	9.60940733315839e-10	1.3002278351872268e-05	3.57581022632591e-09	1.278641877469696e-17	1.6905924233956622e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4680.8835175513	8.924949666258726	79.65472654525175	21910670.504883435	3511.040115451221	114.4940318232002	12327402.692307724	13108.88332313198	4412.043557783063	4.119734330611209	16.972210954816585	19466128.35577503	4313.870249686482	3390.9429560107387	1.021219	17.894712	0.1995800280177395	0.1262359926294826	-0.0203831466	-0.0090999544	0.0807271071	-0.039775819	-0.1127856467	-0.0448963346	0.0650036851	0.0871659121	0.0571066276	0.0318445008	-0.0297798096	-0.0340272325	-0.0167748818	0.0275610879	0.0186925369	-0.0754722665	-0.0749569254	-0.048635063	0.0435891549	-0.1312760582	-0.0355544789	-0.1142629392	0.0345881009	0.1800960169	-0.0235364956	-0.0519584609	-0.001817442	-0.0548311384	0.0840405091	-0.1016322947	-0.0521102792	-0.0673739886	-0.0305430037	0.0515924688	0.0236116432	0.0358318482	-0.0007974739	-0.0020215977	0.0187446618	0.0391734316	0.0333442897	0.0065818562	-0.1435370038	-0.0879498155	-0.0870741315	0.091410613	-0.0315020711	-0.079972866	0.1352546623	0.140929457	0.0569668743	0.0104398949	0.0525080766	0.0758666699	0.1270956569	0.0564017796	-0.09081309	0.026323101	-0.0535103397	-0.0352025761	-0.0195806489	-0.0203388825	-0.0438552682	-0.0487603036	-0.1143812294	-0.0279792074	-0.0892876325	-0.0830714745	0.0882619545	0.0065190708	0.0353213852	0.0766660144	0.0119870876	-0.083243312	-0.0535547537	0.0435068364	-0.0956584391	-0.0225080527	0.0150479706	0.09591834	0.0691546937	0.029937846	-0.0146701329	0.0072272027631186	-0.0133091744841351	5.2232459779229125e-05	0.0001771341254491	0.0204154638228715	0.0284362051757085	0.0008086177647949	0.0004167911631029	-0.0759733370629334	-0.1217863256657522	0.005771947944478	0.0148319091191646	-0.0005629872860456	-0.0004159870867002	3.1695468424899025e-07	1.7304525630131974e-07	0.0002030332783053	0.0001720342342342	2.9595777748581786e-08	4.122251209939741e-08	-0.0001199428545565	-0.0001329451329083	1.7674408364024768e-08	1.4386288359161713e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4678.4400782470975	-2.4434393042029114	5.970395633323608	21887801.565748703	3460.222519394774	-50.8175960564472	11973139.883726716	2582.428068956238	4411.806985517438	-0.236572265625	0.0559664368629455	19464040.877460465	4314.674375026346	3361.210585325778	0.960476	16.830315	0.1403524805799911	0.067359969337652	-0.0099885083	-0.0078728672	0.0479393735	-0.0279541295	0.0642522947	-0.0049079836	0.0619046042	0.037238026	-0.0439911601	0.0099926094	0.0590114568	-0.0530151373	-0.0712985372	0.0182567319	-0.0371924028	-0.1036205234	-0.0470377775	0.0208211405	0.0662247257	-0.0725932269	-0.0741277824	0.0277630853	-0.016741733	0.0656119959	-0.0092605212	-0.0948839186	-0.0899090223	-0.006892919	-0.0938121395	-0.0806059493	0.0729548546	0.0059621806	0.0923431312	-0.1002705929	0.0119759504	-0.0576965089	-0.0663869026	-0.0734960936	0.0154698727	0.028635755	-0.0205456116	-0.0636968937	-0.1248432428	0.0041552387	-0.0524097148	0.0388690743	-0.0517430408	0.0766214694	0.0536735449	0.0430922291	0.0601684905	0.0057532918	0.0470832084	-0.0879339242	0.0055676419	0.0490294383	-0.0885267671	0.0173055818	-0.0729870158	-0.01557863	0.0226506833	-0.013305174	-0.0149259308	0.0572513055	-0.05904471	-0.0800208598	-0.0952808816	-0.1415582911	0.0062248706	0.0179580245	0.0291251891	0.0872101096	-0.0023012693	-0.0624541203	0.0121170669	-0.1168231302	0.0215973254	-0.0241005627	-0.0574528324	0.0951408427	0.0663361938	0.024607302	-0.0219158165	-0.0017136233069123	-0.0089408260700309	2.936504837993047e-06	7.99383708145442e-05	-0.0216979277082174	-0.0421133915310888	0.0017735377462507	0.000470800066831	-0.0471257434489871	0.0288475936139462	0.0022208356956197	0.0008321836573153	-0.0013610300910862	-0.0007980428050406	1.85240290884211e-06	6.368723186770692e-07	0.000291862690525	8.882941221970001e-05	7.890664475297389e-09	8.518383012049194e-08	0.0002021983154817	0.0003221411700382	1.0377493343358049e-07	4.088415878363709e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4704.308605808032	25.86852756093413	669.1807181708085	22130519.458679505	3456.356697035132	-3.8658223596416974	11946401.617139608	14.9445825163057	4419.6850854609	7.878099943462075	62.06445871917715	19533616.254645523	4321.595556135658	3429.89206369016	0.8995889999999999	15.763414	0.0901345214050263	0.0470025020712189	-0.0401327995	-0.03153273	0.0579109719	-0.0520041107	0.0873043288	-0.0529560759	0.155758477	-0.0387918945	0.053635035	0.0476945039	0.0118728314	-0.0832957116	-0.0941465521	0.0106431972	-0.0752042209	-0.0335653063	-0.1170551433	-0.0521813689	0.0965992834	0.0069895676	-0.0626426254	-0.0513629295	0.0635586575	0.0748160305	0.0061466918	0.0222856382	-0.0098806727	-0.0058775703	0.0371572637	-0.0917927106	0.0945848436	0.0785576	0.1621042162	0.0838441669	0.0424421488	-0.0006050031	-0.0838694466	-0.1063588961	-0.0146869336	0.0381379282	-0.1179686719	-0.0363225455	-0.1187243324	-0.0995656909	0.0376980522	-0.0078839763	-0.0505737392	-0.0352193053	0.0531309156	0.0021861707	0.0608255864	-0.0124278323	0.0212346905	0.0188055948	-0.0555776562	0.0571820537	-0.0966812664	0.0358988882	-0.0414851471	-0.0643721655	0.0177043746	-0.0584083211	-0.0298951176	0.0617877645	-0.0628468082	-0.0676368013	-0.1424991881	-0.0819175713	0.0812010413	-0.0075416237	-0.0840633682	0.0615616373	-0.072391834	-0.1295798541	-0.00660149	0.0038448378	0.0524591181	-0.0755868564	-0.0157238524	0.0943343646	0.0634368734	0.019209311	-0.0290547284	0.0013482071899346	0.0030618304968469	1.8176626269913508e-06	9.374805991421737e-06	0.0047462635927502	0.0264441913009676	0.0006992952535621	2.252701809186604e-05	-0.078118714851243	-0.0309929714022558	0.0061025336100098	0.000960564276341	-0.0009680022095812	0.000393027881505	9.370282777540854e-07	1.544709156403084e-07	0.0003029937174734	1.11310269484e-05	1.23899760926007e-10	9.180519282835057e-08	1.3646659835980584e-05	-0.0001885516556457	3.555172684674196e-08	1.862313246789656e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4687.339418417257	-16.969187390775005	287.9533207032374	21971150.823448226	3548.1036953185658	91.74699828343364	12589039.832733262	8417.511694020375	4410.745019648064	-8.94006581283611	79.92477673784097	19454671.6283502	4315.6257086006	3537.024988217268	1.10339	19.334585	0.0623820006401159	0.0299033176938064	-0.0715598509	-0.0710722757	0.0917850898	-0.0812751718	-0.0606168593	0.0201754176	-0.0127198056	0.0551646444	-0.075619828	0.0385826212	-0.0204328949	-0.0169159399	-0.0485228724	0.0396697411	-0.0624562659	-0.0881747074	-0.0448959437	-0.0013943795	0.0592291028	0.0403659993	-0.0334559307	-0.0410112734	0.0133773326	0.1372745393	0.1708922146	0.0038232253	0.004265209	0.0126438348	0.0693129259	-0.0041742794	0.0841845499	-0.0315486969	0.0323941406	0.0509624015	0.0455290904	0.0223918413	-0.0284898603	-0.0669130827	0.0026676012	-0.0687499545	-0.0138256529	-0.0788746982	-0.0740247365	-0.0309136846	0.0631124695	0.0216035389	-0.0083481621	-0.0269426796	0.0311545616	0.0347581887	0.1024077256	-0.0020150291	0.1939477771	0.0820642357	-0.0716173498	0.0526283199	-0.11132255	0.0528219604	-0.0322210228	-0.050472722	0.0067557519	-0.071393867	0.0199269456	0.0196463447	0.0095223905	-0.1018672246	-0.072402777	-0.0651684789	-0.0232772342	0.0947511435	0.0888798691	0.1060992826	-0.0105682166	-0.0851745564	0.0170655644	0.0676725323	-0.0529400762	-0.0109412251	0.1220171195	0.0934991514	0.060460265	0.0137586687	-0.0360520886	0.0170453359565811	0.0156971287666465	0.0002905434778727	0.0002463998515166	0.0141933042954036	0.0094470407026534	8.924657803759003e-05	0.0002014498868219	-0.0853032390369179	-0.0071845241856749	0.0072766425901895	5.161738777454764e-05	-0.0013850012533953	-0.0004169990438141	1.918228471906552e-06	1.7388820254187378e-07	0.0001189908670071	-0.0001840028504663	3.3857048979723576e-08	1.4158826431101358e-08	1.3582414413557554e-05	-6.424542242303025e-08	4.127474302313598e-15	1.84481981301616e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4669.841722061363	-17.497696355893822	306.16937776306	21807421.709105037	3491.938131581182	-56.16556373738376	12193631.914790677	3154.570549938118	4411.713189376028	0.9681697279638684	0.9373526221456308	19463213.265314404	4317.6183973353545	3400.247007906794	1.010632	17.709206	0.1724037006971098	0.0938005869240296	-0.0045027175	-0.0243294978	0.0187393859	-0.015546785	0.0147653831	0.0690135098	-0.096705075	-0.0846724115	-0.008445336	0.0454278614	0.0222969497	0.0226744785	0.0456020524	-0.0368975713	-0.0699415324	-0.0823135355	0.0288410786	-0.0445635196	-0.0451326631	0.0348325547	-0.0589044422	0.0591203338	0.0463963315	0.1131966331	-0.0317418846	-0.1079580888	-0.0405525073	0.0255965233	-0.0490741464	-0.085089883	0.0765755517	0.1131558654	0.065473442	-0.0318244897	0.0509760437	-0.0147841648	-0.0032527173	0.0308332068	-0.0597243027	-0.0918261035	0.0086030694	-0.074627858	-0.0173210684	0.0158083838	0.0233663859	-0.0462547973	-0.0608386709	0.0282234346	0.0368298656	0.058546356	0.0540727008	-0.0147710467	0.0324615956	-0.0975267932	-0.0025620289	0.0308076089	-0.1175693735	0.0545052532	-0.0393768784	0.018926139	0.0256659149	-0.0515995544	-0.0120224322	0.0837365577	0.0244091376	0.0904106238	0.0170163586	-0.0287848075	-0.0346848116	0.0579079951	0.0660258812	0.1527969833	-0.0953237608	-0.0231839612	0.0267757976	0.0083707835	-0.053266275	-0.0073504148	0.0511851308	0.0926354574	0.0574099951	0.0082703149	-0.0428738067	0.028768630191692	0.0117232942351108	0.0008276340831063	0.0001374356277229	-0.0337632314520135	-0.0479565357474171	0.0022998293208932	0.0011399557980822	-0.0850410283449889	0.0002622106919289	0.0072319765019732	6.875444696188446e-08	-0.0029400326522756	-0.0015550313988802	8.643791996446698e-06	2.418122651503622e-06	-0.0001539016278364	-0.0002728924948435	7.447031374190969e-08	2.3685711050693772e-08	-0.0004077268923157	-0.0004213093067292	1.775015319366876e-07	1.6624121871741841e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4675.134196890686	5.29247482932351	28.010289819022915	21856879.75893672	3432.13288907827	-59.805242502911824	11779536.168292752	3576.667030832091	4407.866667679052	-3.846521696976197	14.79572916530864	19429288.560036022	4309.513583176427	3386.018129086066	0.899127	15.755304	0.0708365737891862	0.0344993014781982	0.003649512	-0.0051811489	0.0181486634	0.0268764733	0.0612898068	-0.008575842	0.0522686253	-0.074009012	-0.0248749117	0.0313819679	0.0195479316	0.0082568154	0.0030941475	-0.0506756572	-0.0826840438	-0.0677322128	-0.0378360625	0.0770342918	0.0986907413	-0.0662490671	0.0277065437	-0.0121345049	-0.0374078573	-0.0470643255	0.0792504406	-0.1360320178	-0.037758394	-0.0349840029	0.0806975821	-0.0072494338	-0.0404023565	-0.0416386441	0.0718191997	0.0551645098	0.0250812621	-0.0347712227	-0.0124366891	4.23189e-05	-0.0135100552	0.0554575094	-0.0945785379	-0.0888255519	-0.0878330718	0.0316527046	-0.030463087	0.0776314938	0.00980343	0.078871075	0.0069584744	-0.0708999626	-0.0354895877	0.0172528114	0.1344548166	0.0088203368	0.0071200484	0.0400935034	-0.1228831791	0.039814446	-0.0496444957	-0.0181574448	0.080971719	0.0155164993	0.012771721	0.0016343195	-0.0006323833	-0.0811093908	-0.0317268036	-0.0447306001	-0.0653433605	-0.0149039931	-0.0673380584	0.1210563236	-0.074050796	-0.060921838	0.0534180143	0.0131965999	7.52286e-05	-0.0743839202	-0.0308940558	0.0917435458	0.0542897799	0.0027592926	-0.0494866478	0.0418689026172245	0.0131002724255325	0.0017530050063706	0.0001716171376231	-0.0283912779821804	0.0053719534698331	2.8857884082051905e-05	0.0008060646654614	-0.1147852349389495	-0.0297442065939605	0.0131756501599898	0.0008847178259042	-0.0030350945498556	-9.506189758000036e-05	9.211798926563168e-06	9.036764371510478e-09	-0.0002840369484682	-0.0001301353206318	1.6935201675941398e-08	8.06769880951269e-08	-0.0006349325001011	-0.0002272056077854	5.1622388209133045e-08	4.031392796846334e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4667.540872583369	-7.593324307317744	57.65857403610249	21785937.797236312	3518.243577471431	86.11068839316067	12378037.870418971	7415.050655544016	4401.788828872608	-6.077838806443651	36.94012455711239	19375744.893987685	4306.031581192566	3404.1894322126927	0.935862	16.399008	0.0667255317486521	0.0303958957147394	0.0074011168	-0.0167067076	0.0367660143	-0.0181563271	-0.0530881092	0.0908739787	-0.0965293877	-0.0177194586	-0.0392019191	-0.0022425123	0.048791409	0.047296226	0.0457776105	-0.0558977167	-0.0464492925	-0.1036080529	0.0370455785	0.0050832591	0.0439434174	-0.0284811508	0.0037929277	0.0679605949	0.0193463113	-0.0442559655	-0.0283643611	-0.0494894744	-0.0405767457	-0.0120585453	-0.0645327405	-0.0444240577	0.0240281172	0.0107700409	0.0829759221	0.0189216339	0.0097871306	-0.0498504941	0.0294579014	0.060845568	-0.0538158497	-0.0430179972	0.0181139863	-0.0546025831	-0.1045523865	0.0440331593	-0.0083598408	-0.0143068426	0.017853413	0.0968523273	0.0033722786	0.0168567557	0.0091872327	0.0145956259	0.0128558865	-0.0410146859	-0.0505248296	0.0271892676	-0.1300361702	0.0478332435	0.0064046247	0.0656009016	0.02657911	-0.0527739628	-0.0028981508	0.0424806897	0.05516826	0.057246678	0.0266428858	-0.0076432076	-0.0767865919	0.057502799	0.0508082148	0.1417264741	-0.1231927782	-0.0193104564	0.0606619005	0.0233028448	-0.0435597867	-0.0584030885	-0.0036570831	0.0908236882	0.0511034211	-0.0027592926	-0.055858395	0.0416357468007362	-0.0002331558164882	0.001733535411655	5.4361634762325526e-08	-0.0384816089883344	-0.010090331006154	0.0001018147798137	0.001480834230331	-0.1341455316626394	-0.0193602967236899	0.0179950236650521	0.0003748210892293	-0.0034020739155609	-0.0003669793657052	1.1574106926939872e-05	1.3467385485346413e-07	-0.0001520097574949	0.0001320271909733	1.7431179156300237e-08	2.3106966373658303e-08	-0.0008767609074689	-0.0002418284073678	5.8480978610046634e-08	7.687096888656891e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4664.814498509278	-2.726374074090927	7.433115591875159	21760494.305502363	3437.322301639533	-80.92127583189767	11815184.605348498	6548.252882262067	4404.303359182258	2.514530309649672	6.322862678146874	19397888.07970412	4305.348583633094	3359.901792834619	0.989713	17.342644	0.0411481261109937	0.0256030551778631	0.0476345765	0.0151403781	0.0081758219	0.056700187	-0.0340235421	-0.0692470251	0.0801818982	-0.1017734599	0.0187015405	0.0127820898	0.0163362274	0.0312536693	0.0524112369	-0.0559629975	-0.0537713423	-0.0656776073	-0.0711732898	0.0015813279	0.0573310559	-0.0367949109	0.0306770942	-0.0697323633	0.1522878062	0.0290821821	0.0652020174	0.0134235626	-0.0484573234	-0.1526576674	-0.0194630133	-0.0687665055	-0.045102246	-0.0211964139	-0.0276408077	-0.0038338198	0.0072608385	-0.0181263187	0.0329509884	0.0598642888	-0.0202561765	0.0421610902	-0.0998251457	-0.0786837532	-0.1085518381	-0.0342748209	-0.0098564276	-0.0376666488	0.099414177	-0.0856009735	0.040869038	0.0515463255	0.0476428013	0.0638346482	-0.0067381241	-0.0083407409	-0.0053349257	0.0357144319	-0.1235618491	0.0182162758	-0.0438540005	0.0148929869	0.0723673171	0.0008646394	-0.0003858663	-0.0326383839	-0.0593033423	0.0440816607	-0.0243698072	0.0068623592	-0.0364366037	-0.0474369573	-0.0930486249	0.1111808255	-0.009629631	0.0266863197	-0.0038954845	0.0692419033	-0.0754375993	0.0171833936	0.0254182793	0.0898761648	0.0478548005	-0.0082703149	-0.0619580057	0.0416201415195729	-1.5605281163302842e-05	0.0017322361801092	2.435248001857345e-10	-0.0353179906880569	0.0031636183002775	1.0008480749850726e-05	0.0012473604662416	-0.1145049900757015	0.0196405415869379	0.0131113927522365	0.0003857508738282	-0.0036550655089105	-0.0002529915933496	1.3359503874427171e-05	6.400474630556941e-08	-0.0001521051531847	-9.539568980002253e-08	9.100337632422121e-15	2.3135977625341058e-08	-0.000763280677656	0.0001134802298129	1.2877762558388611e-08	5.825973928830025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4678.951011201154	14.136512691876304	199.84099108757985	21892582.5652203	3510.247218730287	72.92491709075375	12321835.536603715	5318.043532693308	4404.841702839975	0.5383436577176326	0.2898138938047995	19402630.427078173	4309.770943950406	3406.944189197289	0.945821	16.573521	0.0621603224796003	0.0363401149123786	0.0175767358	-0.0122501408	0.0341325898	-0.019138659	0.0332130862	0.0775769946	-0.0637035607	-0.0378104129	0.016636856	3.7115e-05	0.092410535	-0.0158408661	0.0018450507	-0.0951669349	-0.0179323864	-0.140287355	0.0143554237	-0.0016297635	-0.06641665	0.0156076673	-0.0199510468	0.0701611762	-0.0082904984	-0.0452982592	0.0846970605	-0.0304820127	0.025652307	-0.0167833844	-0.0045971012	0.0652682916	-0.0072686427	-0.0496993807	0.1112915649	-0.0173499978	0.0103581545	-0.087525949	-0.0385753768	0.0078558361	-0.1294540759	-0.0293287243	0.0628280304	-0.0856391194	-0.0282691946	0.0201455064	-0.0305555382	-0.0499000356	0.0095870032	0.0160182043	-0.0199131102	-0.0498727203	0.0581374733	-0.0115427988	0.071505799	-0.0265132862	-0.0026182566	0.0259265353	-0.1256255909	0.0392342665	0.0126778508	0.0430375095	0.0550853437	-0.0330922392	0.0001749619	0.0630459945	0.0983103501	0.0125823485	-0.0195242325	-0.0080965636	-0.0949880838	0.025347511	0.0235956823	0.0957449446	-0.0096837178	-0.0179793194	0.0012409947	0.0388270122	-0.0203841727	0.0376388959	-0.04234008	0.0889012643	0.0445478763	-0.0137586687	-0.0677557633	0.0416200560171517	-8.550242119875763e-08	0.0017322290628708	7.310664030849756e-15	-0.0473968607746968	-0.0120788700866399	0.0001458991025699	0.0022464624112959	-0.1332969402482007	-0.0187919501724992	0.0177680742795323	0.0003531373912856	-0.0042805675806855	-0.000625502071775	1.832325881281572e-05	3.912528417948178e-07	-0.0001518665598188	2.385933659000141e-07	5.692679425149802e-14	2.3063451991197162e-08	-0.0007633283468759	-4.766921990007143e-08	2.2723545258813658e-15	5.826701651442944e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4683.05725591906	4.106244717905611	16.861245683327727	21931025.26221615	3456.524615743886	-53.72260298640094	11947562.41924342	2886.118071634456	4406.423796147251	1.5820933072754997	2.503019232925929	19416570.67125275	4307.578886951474	3416.725218561596	0.9090990000000002	15.930041	0.0544821003782374	0.0377970245185961	0.0283794307	-0.0160407104	0.0085295091	0.0294977404	-0.0427232979	-0.0532225963	0.1166213626	-0.0829720884	0.0010332054	0.0304253079	0.0080607377	0.0241631178	-0.0073956194	-0.0267511717	-0.058486935	-0.0710062866	-0.0556244716	0.0473195118	0.0647854288	-0.0951752004	-0.0779956639	-0.0314343902	0.0159518927	-0.0098302679	0.1006408384	0.0471677926	0.0491433842	-0.0327621518	-0.0463655996	-0.0657305935	-0.0606947059	-0.1326585126	0.0888878903	-0.0222160854	0.0271680075	-0.0212861688	0.0257183142	0.003770245	-0.0043853666	0.0629287153	-0.1304460788	-0.0709616014	-0.1179051457	0.0001569191	-0.0514277612	-0.018771349	-0.0209304053	-0.0577564574	-0.07707909	0.002247912	0.0774330281	0.0659823252	0.0179960407	0.0053154124	0.0542095994	0.0151423052	-0.1185670881	0.0297148974	-0.0129064084	-0.0243098433	0.1284006081	-0.0088510483	0.0253795664	-0.0528813866	-0.0267910768	0.0053689131	-0.0323263954	0.0337118051	-0.0166713999	-0.0417527319	-0.0906048939	0.0428366505	0.0355745015	-0.0179567307	0.0222938941	0.0729004341	-0.0126826514	0.0368407082	0.0121986707	0.0878992835	0.0411866773	-0.019209311	-0.0732234215	0.0414504927829426	-0.0001695632342091	0.0017181433519487	2.8751690395450466e-08	-0.0340828445215777	0.0133140162531191	0.0001772630287883	0.001161640290682	-0.1328853869567865	0.0004115532914142	0.0176585260666548	1.693761116738674e-07	-0.0049401347188526	-0.0006595671381671	2.4404931040412862e-05	4.350288097499383e-07	-0.000303113373935	-0.0001512468141162	2.2875598780300363e-08	9.187771745825917e-08	-0.0007642537465825	-9.253997065999942e-07	8.563646169753552e-13	5.840837891653882e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4692.764824203069	9.70756828400954	94.23688198870792	22022041.69527766	3548.4214750491315	91.89685930524548	12591294.964589857	8445.03275016808	4410.417311672959	3.9935155257080623	15.948166254071342	19451780.86310453	4318.12403068268	3451.876544492687	0.988933	17.328976	0.1162611808516237	0.074385219711735	0.0031053774	-0.0514325156	0.0195404848	-0.0601205481	0.0106364061	0.0776044768	-0.0669460377	-0.0922639696	0.0907234884	0.046206023	0.0637740082	-0.0200599737	-0.0055830161	-0.1313603956	-0.0861739309	-0.0833054916	0.0821808262	-0.0439644066	-0.0949769732	-0.0235940255	-0.1036558898	0.0711110182	-0.0591587349	-0.049985519	-0.0714445187	-0.0176066343	0.0158010069	0.0261062719	-0.067226137	0.0181013946	-0.012445063	-0.0885328667	-0.0648513306	0.0095889647	0.0595391437	-0.0461512568	-0.0437214933	0.0114582257	-0.1578888802	-0.0814780188	0.0248471792	-0.0325926294	-0.0383563434	0.0615766517	-0.042010995	-0.0868970768	-0.1194874442	0.0624478786	-0.0518878185	-0.0420361353	-0.0001772459	0.0121053031	-0.0690013257	-0.0522948135	0.0663004887	-0.0038445808	-0.102837049	0.0411894366	0.0500644345	0.0658319431	0.0700499016	-0.0690599111	-0.003037529	0.0568606792	0.0783769459	0.098481583	0.026443236	0.0093194082	-0.0077954405	0.0173496666	-0.0058410024	0.0060216326	-0.0387963379	0.0030791332	0.0300269587	-0.0544919181	-0.0150104115	0.067188936	-0.0392714157	0.0868705278	0.0377752987	-0.024607302	-0.0783343427	0.0415541783818866	0.000103685598944	0.0017267497409936	1.0750703428376988e-08	-0.0709997831276041	-0.0369169386060264	0.0013628603560411	0.0050409692041668	-0.1319384000168781	0.0009469869399084	0.0174077413990137	8.967842643570981e-07	-0.0062351352136812	-0.0012950004948285	3.8876911132887296e-05	1.677026281606317e-06	-0.0003488226440724	-4.5709270137399977e-05	2.089337376493805e-09	1.2167723701766026e-07	-0.0005390921174136	0.0002251616291689	5.069775924999325e-08	2.906203110574787e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
